hp_id,phrase,organ_system,lineage,definition,alt_ids,snomedct,umls
HP:0000013,Underdeveloped Uterus,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal morphology of female internal genitalia (HP:0000008) -> Abnormality of the uterus (HP:0000130) -> Aplasia/hypoplasia of the uterus (HP:0008684) -> Hypoplasia of the uterus (HP:0000013),Underdevelopment of the uterus.,HP:0001154;HP:0008637,SNOMEDCT_US:35850006,UMLS:C0266399
HP:0000013,Rudimentary Uterus,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the female genitalia (HP:0010460) -> Abnormal morphology of female internal genitalia (HP:0000008) -> Abnormality of the uterus (HP:0000130) -> Aplasia/hypoplasia of the uterus (HP:0008684) -> Hypoplasia of the uterus (HP:0000013),Underdevelopment of the uterus.,HP:0001154;HP:0008637,SNOMEDCT_US:35850006,UMLS:C0266399
HP:0000014,Abnormality Of The Bladder,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the lower urinary tract (HP:0010936) -> Abnormality of the bladder (HP:0000014),An abnormality of the urinary bladder.,,,UMLS:C0149632
HP:0000015,Bladder Diverticulum,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the lower urinary tract (HP:0010936) -> Abnormality of the bladder (HP:0000014) -> Abnormal bladder morphology (HP:0025487) -> Bladder diverticulum (HP:0000015),Diverticulum (sac or pouch) in the wall of the urinary bladder.,,SNOMEDCT_US:197866008,UMLS:C0156273
HP:0000015,Bladder Diverticula,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the lower urinary tract (HP:0010936) -> Abnormality of the bladder (HP:0000014) -> Abnormal bladder morphology (HP:0025487) -> Bladder diverticulum (HP:0000015),Diverticulum (sac or pouch) in the wall of the urinary bladder.,,SNOMEDCT_US:197866008,UMLS:C0156273
HP:0000016,Urinary Retention,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the lower urinary tract (HP:0010936) -> Abnormality of the bladder (HP:0000014) -> Functional abnormality of the bladder (HP:0000009) -> Urinary retention (HP:0000016),Inability to completely empty the urinary bladder during the process of urination.,,SNOMEDCT_US:130951007;SNOMEDCT_US:267064002;SNOMEDCT_US:449491000124101,UMLS:C0080274
HP:0000016,Increased Post-Void Residual Urine Volume,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the lower urinary tract (HP:0010936) -> Abnormality of the bladder (HP:0000014) -> Functional abnormality of the bladder (HP:0000009) -> Urinary retention (HP:0000016),Inability to completely empty the urinary bladder during the process of urination.,,SNOMEDCT_US:130951007;SNOMEDCT_US:267064002;SNOMEDCT_US:449491000124101,UMLS:C0080274
HP:0000017,Nocturia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the lower urinary tract (HP:0010936) -> Abnormality of the bladder (HP:0000014) -> Functional abnormality of the bladder (HP:0000009) -> Nocturia (HP:0000017),Abnormally increased production of urine during the night leading to an unusually frequent need to urinate.,,SNOMEDCT_US:139394000,UMLS:C0028734
HP:0000017,Nycturia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the lower urinary tract (HP:0010936) -> Abnormality of the bladder (HP:0000014) -> Functional abnormality of the bladder (HP:0000009) -> Nocturia (HP:0000017),Abnormally increased production of urine during the night leading to an unusually frequent need to urinate.,,SNOMEDCT_US:139394000,UMLS:C0028734
HP:0000019,Urinary Hesitancy,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the lower urinary tract (HP:0010936) -> Abnormality of the bladder (HP:0000014) -> Functional abnormality of the bladder (HP:0000009) -> Urinary hesitancy (HP:0000019),Difficulty in beginning the process of urination.,,SNOMEDCT_US:5972002,UMLS:C0152032
HP:0000019,Difficulty With Flow,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the lower urinary tract (HP:0010936) -> Abnormality of the bladder (HP:0000014) -> Functional abnormality of the bladder (HP:0000009) -> Urinary hesitancy (HP:0000019),Difficulty in beginning the process of urination.,,SNOMEDCT_US:5972002,UMLS:C0152032
HP:0000020,Urinary Incontinence,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the lower urinary tract (HP:0010936) -> Abnormality of the bladder (HP:0000014) -> Functional abnormality of the bladder (HP:0000009) -> Urinary incontinence (HP:0000020),Loss of the ability to control the urinary bladder leading to involuntary urination.,HP:0006942;HP:0008681,SNOMEDCT_US:165232002,UMLS:C0042024
HP:0000020,Loss Of Bladder Control,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the lower urinary tract (HP:0010936) -> Abnormality of the bladder (HP:0000014) -> Functional abnormality of the bladder (HP:0000009) -> Urinary incontinence (HP:0000020),Loss of the ability to control the urinary bladder leading to involuntary urination.,HP:0006942;HP:0008681,SNOMEDCT_US:165232002,UMLS:C0042024
HP:0000020,Bladder Incontinence,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the lower urinary tract (HP:0010936) -> Abnormality of the bladder (HP:0000014) -> Functional abnormality of the bladder (HP:0000009) -> Urinary incontinence (HP:0000020),Loss of the ability to control the urinary bladder leading to involuntary urination.,HP:0006942;HP:0008681,SNOMEDCT_US:165232002,UMLS:C0042024
HP:0000020,Urinary Incontinence,Constitutional Symptom,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Constitutional symptom (HP:0025142) -> Impairment of activities of daily living (HP:0031058) -> Impaired continence (HP:0031064) -> Urinary incontinence (HP:0000020),Loss of the ability to control the urinary bladder leading to involuntary urination.,HP:0006942;HP:0008681,SNOMEDCT_US:165232002,UMLS:C0042024
HP:0000020,Loss Of Bladder Control,Constitutional Symptom,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Constitutional symptom (HP:0025142) -> Impairment of activities of daily living (HP:0031058) -> Impaired continence (HP:0031064) -> Urinary incontinence (HP:0000020),Loss of the ability to control the urinary bladder leading to involuntary urination.,HP:0006942;HP:0008681,SNOMEDCT_US:165232002,UMLS:C0042024
HP:0000020,Bladder Incontinence,Constitutional Symptom,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Constitutional symptom (HP:0025142) -> Impairment of activities of daily living (HP:0031058) -> Impaired continence (HP:0031064) -> Urinary incontinence (HP:0000020),Loss of the ability to control the urinary bladder leading to involuntary urination.,HP:0006942;HP:0008681,SNOMEDCT_US:165232002,UMLS:C0042024
HP:0000021,Megacystis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the urinary system (HP:0000079) -> Abnormality of the lower urinary tract (HP:0010936) -> Abnormality of the bladder (HP:0000014) -> Abnormal bladder morphology (HP:0025487) -> Dilatation of the bladder (HP:0010955) -> Megacystis (HP:0000021),Dilatation of the bladder postnatally.,HP:0002838,,UMLS:C1855311
HP:0000022,Abnormal Male Internal Genitalia Morphology,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal internal genitalia (HP:0000812) -> Abnormal male internal genitalia morphology (HP:0000022),An abnormality of the male internal genitalia.,,,UMLS:C4025899
HP:0000022,Abnormal Male Internal Genitalia Morphology,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male internal genitalia morphology (HP:0000022),An abnormality of the male internal genitalia.,,,UMLS:C4025899
HP:0000023,Inguinal Hernia,Abnormality Of The Digestive System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the digestive system (HP:0025031) -> Abnormality of the abdominal wall (HP:0004298) -> Abdominal wall defect (HP:0010866) -> Hernia of the abdominal wall (HP:0004299) -> Inguinal hernia (HP:0000023),Protrusion of the contents of the abdominal cavity through the inguinal canal.,,SNOMEDCT_US:396232000,UMLS:C0019294
HP:0000023,Inguinal Hernia,Abnormality Of The Musculoskeletal System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the musculoskeletal system (HP:0033127) -> Abnormality of connective tissue (HP:0003549) -> Hernia (HP:0100790) -> Hernia of the abdominal wall (HP:0004299) -> Inguinal hernia (HP:0000023),Protrusion of the contents of the abdominal cavity through the inguinal canal.,,SNOMEDCT_US:396232000,UMLS:C0019294
HP:0000024,Prostatitis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal internal genitalia (HP:0000812) -> Abnormal male internal genitalia morphology (HP:0000022) -> Abnormal prostate morphology (HP:0008775) -> Prostatitis (HP:0000024),The presence of inflammation of the prostate.,,SNOMEDCT_US:9713002,UMLS:C0033581
HP:0000024,Inflammation Of The Prostate,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormal internal genitalia (HP:0000812) -> Abnormal male internal genitalia morphology (HP:0000022) -> Abnormal prostate morphology (HP:0008775) -> Prostatitis (HP:0000024),The presence of inflammation of the prostate.,,SNOMEDCT_US:9713002,UMLS:C0033581
HP:0000024,Prostatitis,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male internal genitalia morphology (HP:0000022) -> Abnormal prostate morphology (HP:0008775) -> Prostatitis (HP:0000024),The presence of inflammation of the prostate.,,SNOMEDCT_US:9713002,UMLS:C0033581
HP:0000024,Inflammation Of The Prostate,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormal reproductive system morphology (HP:0012243) -> Abnormality of the male genitalia (HP:0010461) -> Abnormal male internal genitalia morphology (HP:0000022) -> Abnormal prostate morphology (HP:0008775) -> Prostatitis (HP:0000024),The presence of inflammation of the prostate.,,SNOMEDCT_US:9713002,UMLS:C0033581
HP:0000024,Prostatitis,Abnormality Of The Immune System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the immune system (HP:0002715) -> Abnormality of immune system physiology (HP:0010978) -> Abnormal inflammatory response (HP:0012647) -> Increased inflammatory response (HP:0012649) -> Prostatitis (HP:0000024),The presence of inflammation of the prostate.,,SNOMEDCT_US:9713002,UMLS:C0033581
HP:0000024,Inflammation Of The Prostate,Abnormality Of The Immune System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the immune system (HP:0002715) -> Abnormality of immune system physiology (HP:0010978) -> Abnormal inflammatory response (HP:0012647) -> Increased inflammatory response (HP:0012649) -> Prostatitis (HP:0000024),The presence of inflammation of the prostate.,,SNOMEDCT_US:9713002,UMLS:C0033581
HP:0000025,Functional Abnormality Of Male Internal Genitalia,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormality of reproductive system physiology (HP:0000080) -> Abnormal male reproductive system physiology (HP:0012874) -> Functional abnormality of male internal genitalia (HP:0000025),,,,UMLS:C4025898
HP:0000026,Male Hypogonadism,Abnormality Of The Genitourinary System,All (HP:0000001) -> Phenotypic abnormality (HP:0000118) -> Abnormality of the genitourinary system (HP:0000119) -> Abnormality of the genital system (HP:0000078) -> Abnormality of reproductive system physiology (HP:0000080) -> Abnormal male reproductive system physiology (HP:0012874) -> Functional abnormality of male internal genitalia (HP:0000025) -> Male hypogonadism (HP:0000026),"Decreased functionality of the male gonad, i.e., of the testis, with reduced spermatogenesis or testosterone synthesis.",HP:0008649,SNOMEDCT_US:48723006,UMLS:C0151721
